GeneSymbol,GeneID,GeneLength
COX19,90639,4891
MTRF1L,54516,3877
OSTM1,28962,4465
AMDHD1,144193,2135
PFN1,5216,1454
LRRC16B,90668,5434
PKN3,29941,3388
PYCR1,5831,2874
PIP5K1C,23396,6059
RSL1D1,26156,5135
DOCK2,1794,7404
HSF2BP,11077,1898
LOC340508,340508,2260
C14orf105,55195,3138
TMEM167A,153339,4585
KLHL34,257240,2840
HERC1,8925,17458
KLK5,25818,1561
ANKRD30A,91074,4405
C9orf66,157983,2785
ARSB,411,6672
ARSI,340075,3167
PPFIA2,8499,5045
STEAP4,79689,5704
KRT85,3891,2489
UBE2J2,118424,2917
RAF1,5894,3273
AOC2,314,2663
G6PC3,92579,4323
SNORD19B,100113381,93
SRRD,402055,1296
TJP3,27134,3210
C3orf10,55845,1175
KANK2,25959,6112
ITSN2,50618,10086
TSGA13,114960,2253
GPX3,2878,1760
ARHGAP12,94134,4511
C5orf32,84418,1635
NHLRC2,374354,2550
FANCM,57697,7492
GABRB2,2561,8068
HNRNPR,10236,2972
C1orf93,127281,2796
ENG,2022,3420
POMZP3,22932,1670
RNF152,220441,1805
FBXL8,55336,1599
SLC25A12,8604,4099
TTTY9B,425057,1637
SNORD49B,692087,47
PRSS33,260429,1978
HRNBP3,146713,2988
HIST1H2AA,221613,499
FAM123C,205147,6474
NEAT1,283131,17381
RAB18,22931,2875
RANBP17,64901,9336
AKR1B10,57016,1595
HEATR7A,727957,9299
PTPN12,5782,3305
C2orf74,339804,1249
HDHD2,84064,2221
PFN2,5217,2202
MARK1,4139,7057
ZNF295,49854,7823
NCRNA00169,400508,2304
SH2D5,400745,3955
CACNA2D2,9254,5553
C1orf161,126868,3229
SLC25A43,203427,3105
SGK2,10110,2731
COQ9,57017,3785
SLC16A12,387700,5137
NME3,4832,1033
LOC100287227,100287227,2539
FPGS,2356,2879
TRIM24,8805,4002
CDC42EP4,23580,3135
VPS4A,27183,2175
CLCN4,1183,6786
LOC158572,158572,2289
ANKRD54,129138,2048
SLC7A5,8140,4542
PKDCC,91461,2499
POLRMT,5442,3800
ZNF737,100129842,8390
GLYAT,10249,2475
PPAT,5471,3743
DLC1,10395,9083
SLA,6503,4946
OR5AR1,219493,931
KRTAP27-1,643812,682
CCL18,6362,769
MSRA,4482,2419
LOC643837,643837,1597
HSPA6,3310,2918
FAM83D,81610,6498
TCN1,6947,1567
TAOK3,51347,5988
SNHG4,724102,762
B3GALT6,126792,2790
SH3BP2,6452,11368
UGT2B11,10720,1704
MPP2,4355,5003
PIM1,5292,3045
MANBAL,63905,1589
RAVER2,55225,4398
DPCD,25911,2227
BANK1,55024,3999
PRKAB1,5564,2404
LAGE3,8270,1816
RBP2,5948,687
VPS35,55737,6425
C22orf45,646023,1167
FLJ45445,399844,4874
CLEC17A,388512,2247
METT11D1,64745,2309
F13B,2165,2217
SNORD4A,26773,72
GAGE1,2543,1252
SEPT10,151011,5132
MIIP,60672,1588
UQCC,55245,8254
PET112L,5188,5826
FAM129C,199786,5196
VGF,7425,2552
CYTSB,92521,4640
PLCB4,5332,5994
SNX22,79856,5373
TTTY6B,441543,470
RAG2,5897,2412
F12,2161,2454
DYSFIP1,116729,1449
FTCD,10841,2765
KDELC2,143888,4648
TMEM141,85014,865
GDPD1,284161,2005
FBXL17,64839,9738
CAMK2A,815,5442
CCAR1,55749,3862
MRPS17,51373,1652
C6orf167,253714,11045
CXCR4,7852,2213
LCMT2,9836,2916
SNAR-E,100170220,120
UBAC1,10422,2482
EMCN,51705,4035
C8orf31,286122,2072
PPP2R5D,5528,2966
HMOX2,3163,2485
HCG4P6,80868,3228
SHISA6,388336,2248
EPHB3,2049,4219
MYL4,4635,948
GABRR1,2569,3260
SRY,6736,897
ZNF674,641339,4283
STAG3L2,442582,1424
TAF3,83860,2789
PRAMEF3,401940,1446
ZNF780A,284323,7505
ATP5L2,267020,799
MFRP,83552,3917
SPRY1,10252,2615
C15orf59,388135,1342
IMPG1,3617,3268
CCDC55,84081,3039
FBLN7,129804,2299
SPTA1,6708,8017
TCHHL1,126637,3603
NAPEPLD,222236,7320
PCDH8,5100,4000
PADI3,51702,3186
CHORDC1,26973,3385
MAMLD1,10046,4918
OR6F1,343169,927
KRTAP2-2,728279,711
PAK6,56924,4852
ACSM2A,123876,4478
ADSSL1,122622,2076
GRSF1,2926,6925
PPAN-P2RY11,692312,3201
WDR62,284403,8018
RYR1,6261,15390
NEK3,4752,3809
MAVS,57506,11918
PSMB7,5695,1731
LPAR5,57121,3004
LOC388387,388387,2076
ANKRD12,23253,11079
MAP3K10,4294,3435
LECT2,3950,1077
ZFP2,80108,2614
FGFR2,2263,5836
CCDC78,124093,3740
KAAG1,353219,1382
KIF16B,55614,6278
MRPL21,219927,1394
HELT,391723,1236
CABP4,57010,1774
DEFB134,613211,200
RASL11B,65997,1950
MATR3,9782,9172
ATF5,22809,2299
FPR1,2357,1316
WDR16,146845,2381
POLR1A,25885,7034
FAM107A,11170,4889
P2RY4,5030,1639
TBC1D7,51256,6473
VSIG8,391123,1817
SCAND2,54581,4551
PAX6,5080,7930
SEL1L3,23231,4710
PHKB,5257,6363
RNF170,81790,5870
FYB,2533,4956
AXIN1,8312,3448
CGRRF1,10668,1865
C12orf71,728858,965
FAM160B2,64760,6085
MYH1,4619,6019
SNORD4B,26772,74
GDPD4,220032,2532
CCL23,6368,625
TMEM200C,645369,1920
LOC100130776,100130776,1530
INSL5,10022,714
HDHD1A,8226,2447
ZNF362,149076,3106
MYO1F,4542,4265
PLEKHA9,51054,1839
NFASC,23114,17621
TCF20,6942,7414
PMCH,5367,755
NAALAD2,10003,4770
GPR126,57211,7284
IL10RA,3587,5429
IFT27,11020,6772
ZNF680,340252,4912
PTHLH,5744,2637
CENPA,1058,1563
GOLPH3,64083,2676
FAM166A,401565,1124
POLR2D,5433,2324
ZNF197,10168,6456
CYBRD1,79901,4357
TWIST2,117581,1433
CCDC163P,126661,1261
PRSSL1,400668,1053
FRMD7,90167,3200
TFPT,29844,1453
TMEM189-UBE2V1,387522,2916
KIAA1804,84451,7915
MYOF,26509,7154
UBA7,7318,3312
NOX3,50508,2043
OR2M7,391196,938
SNORD114-24,767604,71
LINGO3,645191,2130
TP53AIP1,63970,2652
ALLC,55821,2538
FAM187B,148109,1179
LOC254559,254559,5026
BRD9,65980,4494
FTLP10,100130017,1501
BEX1,55859,862
PRIM1,5557,2008
PROL1,58503,1039
FLJ42627,645644,7146
FCRL1,115350,3172
PPARA,5465,11494
RASA2,5922,2814
FGF16,8823,349
C16orf79,283870,1069
C8A,731,2392
SNORD126,100113391,99
ARHGAP9,64333,3841
RIMBP3C,150221,5407
HNRNPA0,10949,2978
GLS2,27165,5190
SETD5,55209,8509
MTM1,4534,3466
CMKLR1,1240,5613
WFDC13,164237,1370
WDR33,55339,9310
CT47A11,255313,1291
C1orf112,55732,5507
ATOX1,475,2582
SLC9A3,6550,2777
ZNF358,140467,1953
SEMA4F,10505,5042
ZYX,7791,2444
OR1F2P,26184,983
ADORA3,140,3405
TRUB1,142940,3448
CD40,958,3277
TMBIM1,64114,3035
SCAMP1,9522,6400
LOC285074,285074,3871
CG030,116828,4888
CGGBP1,8545,4817
FLJ37453,729614,2732
DES,1674,2246
TRPC3,7222,3677
COL13A1,1305,3160
BAAT,570,3527
C17orf73,55018,1021
CA5A,763,1084
LOC100133469,100133469,1743
C3orf23,285343,5464
IL1RAP,3556,7840
BHLHE23,128408,1057
ECE2,9718,5049
PCDHB4,56131,3621
TMEM22,80723,2058
LARP6,55323,2337
C13orf27,93081,1802
KLHDC4,54758,3520
LCTL,197021,2248
DYNC1H1,1778,15525
DEFB107A,245910,389
C22orf33,339669,1048
RPL30,6156,1392
LOC344967,344967,1613
IMMP2L,83943,2317
CD163L1,283316,4610
EEF1E1,9521,1235
COX6B2,125965,2760
PARP12,64761,3947
GCH1,2643,3050
CHD2,1106,13861
KCNMB4,27345,1630
YARS2,51067,2159
CHRND,1144,1740
RELN,5649,11567
PGAM5,192111,2313
ZNF35,7584,2648
SCXB,642658,606
PRPF31,26121,2183
TMEM173,340061,1687
TLN1,7094,9267
NOC4L,79050,1632
CHRD,8646,3865
NLRP14,338323,3823
C10orf122,387718,1274
TMEM49,81671,3832
TRPV4,59341,3301
CSNK1D,1453,6416
C2orf82,389084,465
KIR2DS4,3809,1965
SLC6A7,6534,3738
SNORD57,26792,72
POLA1,5422,6689
NETO1,81832,4373
PRSS41,360226,956
PPIL5,122769,2072
KDELC1,79070,2249
FAM114A1,92689,2257
GPR142,350383,1608
C5orf34,375444,2636
LRCH2,57631,4924
OTUB1,55611,2726
VPS37B,79720,2745
PLRG1,5356,1782
LRRTM4,80059,4808
MLF1IP,79682,2549
PDE2A,5138,4691
C5orf58,133874,1431
HOXA2,3199,1777
OR6M1,390261,941
LGALS7,3963,494
LOC375190,375190,2568
ID2,3398,1674
KRTAP17-1,83902,777
C19orf48,84798,1989
CSNK2A1,1457,2836
FMO4,2329,2138
RNASEN,29102,5497
ACAA2,10449,1965
CHST6,4166,7040
RNASE10,338879,1172
DUSP16,80824,5240
ADPRHL2,54936,1690
MNAT1,4331,1957
N6AMT2,221143,908
GPR157,80045,5196
SGK1,6446,6247
LOC643008,643008,1548
C9orf23,138716,1082
MRPL12,6182,1000
NAT1,9,3106
NR1I3,9970,2139
KDELR1,10945,1888
LSM6,11157,1412
DLEU2,8847,4405
PPIH,10465,1375
SDCBP,6386,3678
WDR59,79726,4408
AP1G1,164,8064
IQCF1,132141,3871
SPIN4,139886,4111
PRR16,51334,1990
GPC2,221914,3595
SNORD59B,692090,75
ZCRB1,85437,1843
C2orf43,60526,3754
FAM22A,728118,3286
CTSG,1511,923
COL9A2,1298,3209
C6orf26,401251,910
FYCO1,79443,8564
SPP1,6696,1813
MRPL23,6150,740
CDH12,1010,4716
SNORA44,677825,132
LOC728819,728819,1170
KLF1,10661,1612
GP9,2815,858
SNORA72,26775,132
MEX3A,92312,6122
PLCXD3,345557,7739
C19orf55,148137,2819
ETNK2,55224,2799
FAM199X,139231,2999
PHGR1,644844,433
NOX1,27035,2528
C1orf212,113444,2575
PI4KAP2,375133,5458
ALDH1L2,160428,8186
ABCF3,55324,2579
MOAP1,64112,2415
ACTL9,284382,1422
CCK,885,2151
EZH1,2145,4962
C10orf114,399726,1988
FDPS,2224,1647
RNF4,6047,4023
LOC100270710,100270710,686
LOC100129550,100129550,5903
ZSCAN23,222696,4287
NMS,129521,485
STX17,55014,8772
HERC2P4,440362,1161
MYH13,8735,6163
TRIM35,23087,4339
DNAH2,146754,14580
OR51M1,390059,980
TRIM74,378108,4042
PC,5091,4269
ITGB8,3696,9283
POU3F4,5456,1507
SLC19A1,6573,3607
LATS2,26524,5701
LRRC69,100130742,1836
CES8,283848,2659
C7orf45,136263,1155
C1orf65,164127,2098
AMD1,262,3616
TMC8,147138,5847
NSUN4,387338,7189
OTOS,150677,565
FAM83G,644815,2929
COX7B2,170712,640
HLX,3142,2276
CXCR2P1,3580,2135
C1orf27,54953,3892
USP9X,8239,12399
SPAG4,6676,1452
CCDC48,79825,2689
CCL21,6366,876
LOC338799,338799,4152
MOBKL2B,79817,6524
PLCG2,5336,4778
BDKRB1,623,1824
HERC5,51191,3585
HBE1,3046,956
UGGT2,55757,6566
PVALB,5816,594
DCAF4L1,285429,4772
CPVL,54504,2414
SIPA1,6494,3856
C12orf66,144577,2599
ARRDC1,92714,2579
TAF2,6873,5019
ABCG2,9429,4862
ARHGAP22,58504,4302
CDH10,1008,3261
MOGS,7841,3504
NSL1,25936,13219
NDUFB10,4716,857
FIZ1,84922,6674
UBA2,10054,3012
COL7A1,1294,9169
LIPT2,387787,959
DONSON,29980,3658
C5orf54,63920,2881
TCTEX1D4,343521,1260
RPL13A,23521,1124
GLUD1,2746,3544
SRBD1,55133,3773
NCR3,259197,1224
RSBN1L,222194,3418
GSTA5,221357,844
PNP,4860,2531
FDX1L,112812,2079
PTP4A1,7803,5622
NACA2,342538,770
HRK,8739,696
NSMCE1,197370,1811
CDH6,1004,7566
CYS1,192668,2719
SCAI,286205,12169
KIAA1024,23251,6808
IL23A,51561,1041
AMT,275,2259
DCTN2,10540,1882
LGI2,55203,6339
SNAP47,116841,4212
ISG20,3669,2961
PCYOX1,51449,5602
ANKS4B,257629,2906
ZNF282,8427,3847
LAPTM5,7805,2240
KCNE4,23704,2959
GPR50,9248,2010
OC90,729330,1894
SFRS8,6433,6605
MGAT5,4249,2421
SCG2,7857,2474
MCCC1,56922,3985
DRD4,1815,1360
RFPL3S,10737,1293
SH2B3,10019,5584
RPL39,6170,401
SERPINA12,145264,2060
TOP1P1,7151,2427
GPC5,2262,2878
RAD21,5885,3749
SCG3,29106,3309
FFAR2,2867,2131
SLC37A4,2542,2870
LGMN,5641,2148
PPP4C,5531,1489
DGKB,1607,7864
MSL3,10943,5306
UNC5D,137970,9117
LOC100128675,100128675,4616
ZBED2,79413,2186
DPPA4,55211,3007
WIPF1,7456,6398
ZNF524,147807,1109
KIF1A,547,10549
ADAD1,132612,2254
METTL11B,149281,938
STEAP2,261729,7458
MNT,4335,4841
MAP3K2,10746,4976
BOP1,23246,2373
RPL23AP82,284942,2467
DCLRE1B,64858,3649
CXorf22,170063,3605
DIAPH1,1729,5841
CYP1B1,1545,5153
IFNE,338376,1472
SPAG9,9043,9586
DUSP3,1845,4257
SKIL,6498,3586
C17orf99,100141515,2656
DIS3,22894,7710
SNTN,132203,1574
VANGL2,57216,5357
SPATA13,221178,8364
OCRL,4952,5152
IRGQ,126298,9803
PIGQ,9091,4905
CECR6,27439,5069
ATP9B,374868,10315
P2RY12,64805,1677
PLP2,5355,926
KCTD18,130535,4818
ZBTB44,29068,10652
TM7SF3,51768,4341
ZFP1,162239,3323
RNU5E,26829,65
KRT36,8689,1642
HCG4,54435,2042
ZNHIT2,741,1295
PRR24,255783,838
NEGR1,257194,5983
GTPBP5,26164,3022
DEC1,50514,1465
RABGGTB,5876,1748
STX12,23673,3078
RIMBP3,85376,5784
SNAP23,8773,2307
WDR5B,54554,4183
BAALC,79870,3120
PRKAR1A,5573,4601
ZC4H2,55906,4994
MGAT5B,146664,4792
EPHB1,2047,5010
SNORD115-38,100033812,82
DMXL2,23312,12115
C19orf52,90580,1397
OR52H1,390067,962
CXCL13,10563,1201
C2orf65,130951,2833
DDIT4L,115265,2590
CAMK4,814,2963
PTPN7,5778,4145
ACSL3,2181,5596
ZBTB33,10009,5311
C10orf47,254427,3331
SCFD2,152579,3173
OR5M8,219484,936
UTP11L,51118,3134
PSMC5,5705,3226
FAM26F,441168,1108
GGT3P,2679,2879
LOC100128191,100128191,3159
CFLP1,142913,2116
PDZD2,23037,14194
TXNL4B,54957,3247
CPA4,51200,2816
TPTE2P3,220115,2612
POU4F2,5458,3140
KIAA0494,9813,6254
NSUN5,55695,1692
METTL1,4234,1306
SARNP,84324,3100
PPP1CB,5500,5445
MRPS26,64949,1038
PITPNB,23760,3002
RCOR1,23186,5518
REXO2,25996,1158
EFCAB1,79645,5210
KLF6,1316,5975
RAB21,23011,2626
ZNF552,79818,2528
MAL,4118,1056
GOLGA6L10,647042,2456
LYSMD3,116068,4342
C5orf24,134553,5140
ZNF43,7594,5862
IARS,3376,7769
GMNN,51053,1218
OR9I1,219954,945
FAM13AOS,285512,4510
ITFG3,83986,3605
KLF16,83855,2886
MBIP,51562,1648
OBP2A,29991,753
SNORD115-6,100033443,82
AP1AR,55435,3158
NUP85,79902,3282
HIST1H2AB,8335,477
ZCCHC24,219654,5142
SNHG12,85028,3374
CPNE6,9362,3995
AKNAD1,254268,3871
MFSD2A,84879,3738
AVL9,23080,3048
WNT2,7472,2904
HBQ1,3049,650
LMO4,8543,5549
ASL,435,3201
C1orf186,440712,1665
SAMD9,54809,6835
PHF3,23469,8222
SKI,6497,5706
HS3ST6,64711,1060
PDE6H,5149,723
LRP11,84918,4207
CUL5,8065,6383
PDX1,3651,2573
C20orf151,140893,2793
CNTNAP2,26047,10063
MRPL18,29074,1167
KLHL32,114792,4275
RFC5,5985,2467
OR2J2,26707,1040
TIMM16,51025,510
LOC647946,647946,2873
TMEM200B,399474,2461
EFCAB6,64800,5245
PF4,5196,476
PRDM7,11105,3428
UGT8,7368,3423
GBX2,2637,1372
TRIM65,201292,3408
EPHA6,285220,5725
FGF10,2255,627
CRYGS,1427,1152
METTL6,131965,6037
YRDC,79693,1836
SNAR-F,100126781,123
ZNF449,203523,7922
OR2T29,343563,930
CHKA,1119,2715
ARPP21,10777,6381
NXF3,56000,2461
SMAD7,4092,3385
NUDT10,170685,2047
LECT1,11061,1446
LOC727677,727677,1791
LRIG3,121227,4252
RFESD,317671,2840
MAGEC3,139081,2690
SNORA4,619568,137
KCNH4,23415,3923
TRIM25,7706,5804
JAKMIP2,9832,3409
C9orf153,389766,1955
TLE6,79816,2285
ZNF557,79230,5999
SMAP1,60682,4383
TUBG2,27175,2224
KRTAP19-3,337970,494
SCNN1A,6337,4257
TDP1,55775,6131
LOC644669,644669,2097
LOC284441,284441,2047
CTNNAL1,8727,2482
NUPR1,26471,912
CDK18,5129,4918
TEAD1,7003,10691
L3MBTL2,83746,3713
FAM47C,442444,3270
DCST2,127579,2485
NHLH2,4808,2677
PHF17,79960,8541
LOC100134713,100134713,1648
CREG2,200407,3488
PDHA2,5161,1386
KIAA0146,23514,6130
IPO11,51194,5250
NCRNA00114,400866,1101
RNF220,55182,4474
SERPINA5,5104,2873
GAS7,8522,9226
GNMT,27232,1067
FEZ2,9637,2415
NACAD,23148,4760
TMPRSS11D,9407,3022
SERPINA6,866,1640
B4GALT7,11285,1970
FOXK1,221937,12287
TEK,7010,4777
ADSS,159,3081
ZNF232,7775,2755
C11orf9,745,6111
CSN2,1447,1066
C16orf71,146562,2704
CCDC83,220047,2350
FAM21A,387680,4671
SNX29,92017,7052
CSRNP2,81566,4469
C1orf87,127795,3365
ACAD10,80724,5409
CCDC17,149483,2442
CD160,11126,3911
KRTAP5-6,440023,560
ZNF738,148203,11720
FMO6P,388714,2125
C1orf163,65260,1614
KRTAP25-1,100131902,370
ADAM17,6868,4704
HOOK2,29911,3975
SNORA56,677835,128
ITPRIPL2,162073,7695
ADAMTS8,11095,4174
PPP1R3C,5507,2569
SPATC1,375686,2035
CLK2P,1197,1812
LOC100128076,100128076,2012
SALL2,6297,5078
SLC9A9,285195,3599
SLAMF1,6504,3430
NPTXR,23467,5813
ZNF709,163051,5222
DENND2C,163259,7049
TMEM194A,23306,5616
TRIM26,7726,3708
FAM160A1,729830,4576
SLC20A2,6575,4196
LRP5L,91355,3997
TPSB2,64499,1528
LRRC19,64922,3600
SNORD6,692075,71
S100A12,6283,466
C15orf21,283651,2553
KRTAP9-2,83899,1004
TERF2IP,54386,2116
RTN1,6252,3937
STAT6,6778,4352
TAB3,257397,6951
GJB6,10804,2513
NXPH2,11249,2558
ANXA2P1,303,1343
CNOT6,57472,6343
MKL1,57591,4648
KLKB1,3818,2396
POU4F3,5459,1182
C14orf2,9556,2341
ARHGEF19,128272,3029
HLA-DQB1,3119,1600
SRPR,6734,2942
ATOH7,220202,1470
MTMR7,9108,5821
PLA1A,51365,1755
EZH2,2146,4187
FAM104B,90736,1873
CDC34,997,1444
PKD2,5311,5321
CHRM3,1131,4455
GSX2,170825,1212
CETN3,1070,979
TSPAN11,441631,5930
RFC3,5983,3527
STK11IP,114790,4592
STOX2,56977,4703
SLC6A19,340024,5170
SLC26A1,10861,4087
CCDC71,64925,1811
SLC4A1AP,22950,2969
SLC1A4,6509,6814
CCDC90A,63933,1814
RPS6KA4,8986,3136
ZNF157,7712,1695
LOC286238,286238,682
FLJ16779,100192386,7634
PEX6,5190,3517
GPR162,27239,3301
CLECL1,160365,1684
CPNE4,131034,4565
PFKL,5211,5718
REEP3,221035,2315
PLIN1,5346,2964
IL7R,3575,1936
PAM,5066,3999
ORAI2,80228,10769
FAM38A,9780,9537
SNORD116-12,100033424,94
PSG6,5675,3226
OR10A6,390093,944
NRM,11270,1729
UTP15,84135,3662
TBPL1,9519,1833
SRPK2,6733,4553
GNL3,26354,2151
ANO5,203859,6661
ARMC4,55130,4351
LOC100131434,100131434,3030
AIFM3,150209,2540
SLMAP,7871,6887
NUP133,55746,4169
ST18,9705,10881
KRTAP10-3,386682,738
MAMDC4,158056,4069
AGXT2L2,85007,4788
ZNF529,57711,7933
CCNL2,81669,5311
TH,7054,1909
TGIF2,60436,3403
LYN,4067,3088
NPC1,4864,6274
TMEM212,389177,1861
GINS4,84296,3839
LOC100132354,100132354,2281
CENPK,64105,1730
PRLR,5618,12441
PCM1,5108,9198
TMPO,7112,5443
METTL2B,55798,2206
GPR89C,728932,3226
PHF5A,84844,1064
SOLH,6650,7540
BMF,90427,4765
RAB5A,5868,2696
NTF3,4908,1395
WNT11,7481,2214
UNC13D,201294,6232
KRTAP10-6,386674,1237
PDP2,57546,3830
LOC283731,283731,2566
NUDCD1,84955,4173
UROD,7389,2440
C2orf77,129881,4667
KIAA1549,57670,12897
AUTS2,26053,6691
IPP,3652,3439
TPCN1,53373,6275
KRTAP19-5,337972,218
TRIM9,114088,7771
BCAR1,9564,5349
DMBT1,1755,7686
CCDC36,339834,4397
PYCR2,29920,2057
SETDB2,83852,6340
SOCS3,9021,2734
TRYX3,136541,1154
MRPS23,51649,901
PYCRL,65263,2771
NPHP4,261734,9129
DCAF13,25879,2643
SIK2,23235,5676
ATG4C,84938,1806
TAP2,6891,6834
OR2A2,442361,955
FCN3,8547,1030
PTCHD2,57540,5873
FZD1,8321,4349
NEDD1,121441,4237
SNAR-C3,100170226,119
RBM9,23543,7728
FAM105A,54491,7046
LCMT1,51451,1537
RBP7,116362,869
C7orf36,57002,855
TOR1AIP1,26092,3810
CCHCR1,54535,3358
SPANXA2,728712,384
MARCH8,220972,4389
ARF5,381,1449
ACMSD,130013,1355
CHRM2,1129,5132
RPH3A,22895,6259
FLJ36000,284124,3798
RAB15,376267,3842
PLEKHM1P,440456,4748
TMEM223,79064,937
FAM89B,23625,1458
ROMO1,140823,460
TIMP4,7079,1424
SNORA38,677820,130
OR10Q1,219960,959
OR4K5,79317,970
PCDHGA9,56107,4667
TNFAIP3,7128,4578
TOMM34,10953,2048
HIGD1A,25994,3053
DPPA2,151871,1382
RCAN1,1827,3400
ITIH5L,347365,4968
OR6C2,341416,939
LGALS13,29124,594
FXN,2395,7454
PQLC3,130814,1784
ARHGAP8,23779,3626
KIAA1310,55683,7898
PRR4,11272,1685
ACTR3,10096,2893
ATAD3B,83858,4079
PTK2B,2185,6173
AAGAB,79719,3047
TRPM8,79054,6216
KRT72,140807,2154
RAD52,5893,3390
HMGXB3,22993,5405
HUS1,3364,3001
GRIPAP1,56850,4590
HTATIP2,10553,2231
ABR,29,7339
SPTBN4,57731,10554
COL4A4,1286,10324
C6orf27,80737,2913
NTNG1,22854,6564
STARD5,80765,1309
C19orf38,255809,1089
ZFAND2A,90637,917
HSPA5,3309,3965
UXS1,80146,4100
UNC5A,90249,4574
OR5T3,390154,1022
BCL11A,53335,7759
PIRT,644139,3465
KCNC4,3749,4246
TNXB,7148,3031
RBMXL1,494115,5086
SNORA11C,100124540,127
CHP,11261,3226
NCRNA00085,147650,2483
MAOB,4129,3549
CHST10,9486,2814
DIP2A,23181,11827
NCOR2,9612,9031
PCDHGA6,56109,4636
LPIN1,23175,6617
LOC26102,26102,4782
CYP27C1,339761,4685
GFRA3,2676,1929
EIF2A,83939,3882
IPCEF1,26034,7426
GNAO1,2775,7921
STX7,8417,4270
RDH11,51109,2564
FBXO17,115290,2330
LRP12,29967,9724
LCA5,167691,5162
MAGEA11,4110,2081
BRF1,2972,6680
PCCB,5096,6709
CELA3B,23436,2085
SFRS4,6429,3252
WDR43,23160,3501
SNAR-H,100170221,120
ACTBL2,345651,2793
BCL2L11,10018,5764
GGTA1,2681,4500
ZNF382,84911,4895
FLJ39609,100130417,496
AGT,183,2579
KIAA0101,9768,1484
ZNF354B,117608,2506
TRIM63,84676,1764
VWA3B,200403,7132
ADAM15,8751,4969
RAB38,23682,1408
MAB21L2,10586,2767
EML5,161436,8397
OR2H1,26716,3428
DSC3,1825,6977
BTBD10,84280,3229
HSPA12B,116835,3129
SOAT1,6646,3548
TRPA1,8989,5189
LOC255025,255025,2989
TFDP1,7027,3564
TEX101,83639,1738
PFDN5,5204,2105
DDX17,10521,5402
LLGL1,3996,4222
SPINT3,10816,476
PPP1R3G,648791,1736
RPSAP9,653162,1440
RNF144A,9781,7907
BTBD8,284697,1441
TPM2,7169,2517
DDX58,23586,5224
HIST3H2BB,128312,451
OBFC2A,64859,4454
COL4A2,1284,6261
LRP5,4041,5318
GCET2,257144,3468
GTF3C5,9328,3236
PKD1L1,168507,9346
PARD6A,50855,1485
ACOT2,10965,2275
CTBS,1486,3424
LOC441869,441869,2016
AIG1,51390,4635
IL16,3603,10057
RAB40B,10966,2195
PAQR3,152559,4776
ZCWPW2,152098,1789
OR52B2,255725,971
HESX1,8820,1170
NIPSNAP3A,25934,1810
WWC1,23286,6752
HOXA4,3201,1727
RTP1,132112,2215
CPT1A,1374,5480
RPS4X,6191,2035
C17orf53,78995,2673
UFD1L,7353,6377
MS4A12,54860,1739
FAM163B,642968,500
TMED5,50999,4073
RHBDL2,54933,2013
MYBPH,4608,1806
CCDC18,343099,4696
SPATA1,64173,2775
LOC100192378,100192378,1709
TEX15,56154,11339
HRAS,3265,1233
FBXO7,25793,7466
LOC728723,728723,3731
PRO0611,28997,569
POC5,134359,2232
FAM177A1,283635,3355
ZNF230,7773,4132
LRP2BP,55805,7360
UBE2QL1,134111,2000
FAM129B,64855,4565
C7orf4,64433,611
HEXDC,284004,3081
CAV3,859,1420
ZNF556,80032,1632
APOD,347,1816
LOC100240726,100240726,1631
SGSM1,129049,7677
EXTL2,2135,3018
ZNF408,79797,2483
TRPM7,54822,8278
MPZL2,10205,3755
JUNB,3726,1864
POMT2,29954,6402
LOC100271831,100271831,394
C1orf228,339541,1685
CEACAM3,1084,1538
SNORD115-40,100033814,82
COMMD6,170622,2040
OR8D1,283159,926
CRYZ,1429,2300
SNORD55,26811,74
ADH6,130,3005
LIX1L,128077,3345
BRWD3,254065,6631
IL17C,27189,1044
NPFFR2,10886,2612
PUS7,54517,3498
SNORD113-5,767565,77
PSMC3IP,29893,1858
RAD51,5888,2418
PPWD1,23398,2130
ZDHHC17,23390,4881
AHCYL2,23382,5750
C2CD3,26005,8707
TTC4,7268,2135
ZNF414,84330,1564
ZCCHC16,340595,2958
LRRC29,26231,2349
C12orf5,57103,8223
PATE2,399967,1635
GPR160,26996,2812
LONRF1,91694,3673
ISYNA1,51477,2432
SACM1L,22908,4387
EIF1AY,9086,1389
AMH,268,2018
PLD1,5337,6967
SLC41A2,84102,3543
SFMBT2,57713,6087
TMEM155,132332,2556
CTNNB1,1499,7092
CILP,8483,4468
LOC100190938,100190938,3854
FRMD6,122786,6970
LOC100130238,100130238,3877
KRTAP4-2,85291,761
ETAA1,54465,3283
COX7B,1349,456
OR52N4,390072,1036
ITFG2,55846,2926
CRYBA4,1413,810
COG7,91949,2926
RALY,22913,1950
MAGEB18,286514,1808
ZNF705A,440077,3438
FOXP3,50943,2630
C1GALT1,56913,2780
DEPDC6,64798,2630
RAD9A,5883,2167
SLC20A1,6574,4016
GABRB1,2560,4632
YBX2,51087,1583
NUAK1,9891,6821
MTPAP,55149,8111
SMURF1,57154,5737
MCHR1,2847,2422
DCLRE1C,64421,6066
HHIP,64399,3720
CARNS1,57571,5171
OR2A14,135941,932
RTN4R,65078,2196
GIGYF1,64599,6329
SCNN1D,6339,3263
LRP3,4037,5091
FBP2,8789,1302
LOC339788,339788,2313
SFMBT1,51460,3933
CDY1B,253175,2220
